variants,SampleType,Animal,kidney,liver,lung,input_norm
cN286,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN287,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN288,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN289,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN290,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN291,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN292,gDNA,m1,44334.00053600001,22167.005809748684,44334.00053600001,9.022422862001654e-05
cN293,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN294,gDNA,m1,0.01477799525266825,29556.005283331753,0.01477799525266825,6.766817710402528e-05
cN295,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN296,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN297,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN298,gDNA,m1,44334.00053600001,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN299,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN300,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN301,gDNA,m1,88668045406.00056,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN302,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN303,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN304,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN305,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN306,gDNA,m1,0.022166989184505406,44334.00053600001,44334.00053600001,4.511212558803403e-05
cN307,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN308,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN309,gDNA,m1,44334044870.00054,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN310,gDNA,m1,44334.00053600001,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN311,gDNA,m1,44334.00053600001,133001.9129400876,44334.00053600001,2.255607407204277e-05
cN312,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN313,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN314,gDNA,m1,44334.00053600001,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN315,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN316,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN317,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN318,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN319,gDNA,m1,44334044870.00054,88668045406.00056,44334.00053600001,2.2556051515991252e-11
cN320,gDNA,m1,44334044870.00054,133002045942.00056,44334.00053600001,2.2556051515991252e-11
cN321,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN322,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN323,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN324,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN325,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN326,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN327,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN328,gDNA,m1,0.044333956202043806,44334.00053600001,0.044333956202043806,2.255607407204277e-05
cN329,gDNA,m1,0.022166989184505406,66500.98972050541,66500.98972050541,4.511212558803403e-05
cN330,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN331,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN332,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN333,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN334,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN335,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN336,gDNA,m1,0.044333956202043806,0.044333956202043806,44334.00053600001,2.255607407204277e-05
cN337,gDNA,m1,29556.005283331753,14778.010030663501,0.01477799525266825,6.766817710402528e-05
cN338,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN339,gDNA,m1,44334.00053600001,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN340,gDNA,m1,44334044870.00054,44334044870.00054,88668045406.00056,2.2556051515991252e-11
cN341,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN342,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN343,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN344,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN345,gDNA,m1,44334044870.00054,133002045942.00056,44334.00053600001,2.2556051515991252e-11
cN346,gDNA,m1,0.044333956202043806,88667.95673804382,0.044333956202043806,2.255607407204277e-05
cN347,gDNA,m1,22167.01135149459,22167.01135149459,22167.01135149459,4.511212558803403e-05
cN348,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN349,gDNA,m1,266003.781546219,133001.9129400876,88667.95673804382,2.255607407204277e-05
cN350,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN351,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN352,gDNA,m1,0.022166989184505406,0.022166989184505406,0.022166989184505406,4.511212558803403e-05
cN353,gDNA,m1,0.044333956202043806,133001.9129400876,88667.95673804382,2.255607407204277e-05
cN354,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN355,gDNA,m1,133002045942.00056,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN356,gDNA,m1,44334.00053600001,133001.9129400876,88667.95673804382,2.255607407204277e-05
cN357,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN358,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN359,gDNA,m1,88668045406.00056,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN360,gDNA,m1,44334.00053600001,44334.00053600001,88668045406.00056,2.2556051515991252e-11
cN361,gDNA,m1,44334044870.00054,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN362,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN363,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN364,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN365,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN366,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN367,gDNA,m1,44334.00053600001,133001.9129400876,44334.00053600001,2.255607407204277e-05
cN368,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN369,gDNA,m1,44334.00053600001,88667.95673804382,44334.00053600001,2.255607407204277e-05
cN370,gDNA,m1,43559.251389078585,45017.003073417574,44915.06239619107,0.09809626806560202
cN371,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN372,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN373,gDNA,m1,44334.00053600001,0.022166989184505406,22167.01135149459,4.511212558803403e-05
cN374,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN375,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN376,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN377,gDNA,m1,0.044333956202043806,133001.9129400876,88667.95673804382,2.255607407204277e-05
cN378,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN379,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN380,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN381,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN382,gDNA,m1,44334.00053600001,133001.9129400876,133001.9129400876,2.255607407204277e-05
cN383,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN384,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.255607407204277e-05
cN385,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN386,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN387,gDNA,m1,44334.00053600001,44334.00053600001,88668045406.00056,2.2556051515991252e-11
cN388,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN389,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN390,gDNA,m1,88668045406.00056,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN391,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN392,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN393,gDNA,m1,14778.010030663501,44334.00053600001,0.01477799525266825,6.766817710402528e-05
cN394,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN395,gDNA,m1,44334.00053600001,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN396,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN397,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN398,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN399,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN400,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN401,gDNA,m1,88668045406.00056,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN402,gDNA,m1,133002045942.00056,133002045942.00056,221670047014.00058,2.2556051515991252e-11
cN403,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN404,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN405,gDNA,m1,38000.5727927754,31667.145049550792,38000.5727927754,0.00015789238316799028
cN406,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN407,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN408,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN409,gDNA,m1,44334.00053600001,103445.981546673,59111.99578866825,6.766817710402528e-05
cN410,gDNA,m1,44334.00053600001,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN411,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN412,gDNA,m1,44334.00053600001,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN413,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN414,gDNA,m1,22167.01135149459,22167.01135149459,66500.98972050541,4.511212558803403e-05
cN415,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN416,gDNA,m1,44334.00053600001,44334.00053600001,0.044333956202043806,2.255607407204277e-05
cN417,gDNA,m1,0.044333956202043806,0.044333956202043806,44334.00053600001,2.255607407204277e-05
cN418,gDNA,m1,0.044333956202043806,88667.95673804382,0.044333956202043806,2.255607407204277e-05
cN419,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN420,gDNA,m1,44334.00053600001,88668045406.00056,44334.00053600001,2.2556051515991252e-11
cN421,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN422,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN423,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN424,gDNA,m1,44334.00053600001,88668045406.00056,44334.00053600001,2.2556051515991252e-11
cN425,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN426,gDNA,m1,88668045406.00056,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN427,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN428,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN429,gDNA,m1,44334044870.00054,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN430,gDNA,m1,44334.00053600001,133001.9129400876,88667.95673804382,2.255607407204277e-05
cN431,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN432,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN433,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN434,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN435,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN436,gDNA,m1,44334044870.00054,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN437,gDNA,m1,22167.01135149459,88667.97890501082,88667.97890501082,4.511212558803403e-05
cN438,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN439,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN440,gDNA,m1,0.044333956202043806,44334.00053600001,44334.00053600001,2.255607407204277e-05
cN441,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN442,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN443,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN444,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN445,gDNA,m1,44334044870.00054,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN446,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN447,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN448,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN449,gDNA,m1,133001.9129400876,44334.00053600001,0.044333956202043806,2.255607407204277e-05
cN450,gDNA,m1,44334044870.00054,44334044870.00054,177336046478.00058,2.2556051515991252e-11
cN451,gDNA,m1,44334.00053600001,44334044870.00054,88668045406.00056,2.2556051515991252e-11
cN452,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN453,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN454,gDNA,m1,85501.28380747979,69667.71331844911,88667.99790528593,0.00031578474377992903
cN455,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN456,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN457,gDNA,m1,44334044870.00054,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN458,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN459,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN460,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.255607407204277e-05
cN461,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN462,gDNA,m1,44334.00053600001,0.044333956202043806,88667.95673804382,2.255607407204277e-05
cN463,gDNA,m1,44334.00053600001,133001.9129400876,44334.00053600001,2.255607407204277e-05
cN464,gDNA,m1,44334.00053600001,66500.98972050541,44334.00053600001,4.511212558803403e-05
cN465,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN466,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN467,gDNA,m1,0.044333956202043806,44334.00053600001,0.044333956202043806,2.255607407204277e-05
cN468,gDNA,m1,0.044333956202043806,88667.95673804382,0.044333956202043806,2.255607407204277e-05
cN469,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN470,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN471,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN472,gDNA,m1,0.044333956202043806,0.044333956202043806,0.044333956202043806,2.255607407204277e-05
cN473,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN474,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN475,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN476,gDNA,m1,88667.95673804382,0.044333956202043806,88667.95673804382,2.255607407204277e-05
cN477,gDNA,m1,44334044870.00054,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN478,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN479,gDNA,m1,44334044870.00054,88668045406.00056,44334.00053600001,2.2556051515991252e-11
cN480,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN481,gDNA,m1,44334.00053600001,44334.00053600001,0.044333956202043806,2.255607407204277e-05
cN482,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN483,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN484,gDNA,m1,133001.9129400876,44334.00053600001,44334.00053600001,2.255607407204277e-05
cN485,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN486,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN487,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN488,gDNA,m1,44334.00053600001,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN489,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN490,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN491,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN492,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN493,gDNA,m1,34482.001511555456,19704.002974888623,44334.00053600001,0.0002030044861999728
cN494,gDNA,m1,88667.95673804382,44334.00053600001,88667.95673804382,2.255607407204277e-05
cN495,gDNA,m1,44334044870.00054,133002045942.00056,221670047014.00058,2.2556051515991252e-11
cN496,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN497,gDNA,m1,88667.97890501082,66500.98972050541,44334.00053600001,4.511212558803403e-05
cN498,gDNA,m1,0.044333956202043806,44334.00053600001,0.044333956202043806,2.255607407204277e-05
cN499,gDNA,m1,0.044333956202043806,0.044333956202043806,44334.00053600001,2.255607407204277e-05
cN500,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN501,gDNA,m1,44334.00053600001,0.044333956202043806,88667.95673804382,2.255607407204277e-05
cN502,gDNA,m1,177335.86914213144,88667.95673804382,0.044333956202043806,2.255607407204277e-05
cN503,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN504,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN505,gDNA,m1,88667.95673804382,133001.9129400876,177335.86914213144,2.255607407204277e-05
cN506,gDNA,m1,44334044870.00054,44334044870.00054,44334044870.00054,2.2556051515991252e-11
cN507,gDNA,m1,88668045406.00056,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN508,gDNA,m1,88667.99553025064,66500.99803312532,83126.2461559693,0.00018044843468398154
cN509,gDNA,m1,44334.00053600001,0.022166989184505406,88667.97890501082,4.511212558803403e-05
cN510,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN511,gDNA,m1,0.022166989184505406,22167.01135149459,22167.01135149459,4.511212558803403e-05
cN512,gDNA,m1,44334044870.00054,88668045406.00056,88668045406.00056,2.2556051515991252e-11
cN513,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN514,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN515,gDNA,m1,44334.00053600001,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN516,gDNA,m1,44334.00053600001,44334.00053600001,44334044870.00054,2.2556051515991252e-11
cN517,gDNA,m1,0.044333956202043806,88667.95673804382,88667.95673804382,2.255607407204277e-05
cN518,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN519,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN520,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN521,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN522,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN523,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN524,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN525,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN526,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN527,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN528,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
cN529,gDNA,m1,88668045406.00056,44334044870.00054,44334.00053600001,2.2556051515991252e-11
cN530,gDNA,m1,44334.00053600001,44334.00053600001,44334.00053600001,2.2556051515991252e-11
gN001,gDNA,m1,88667.95673804382,221669.82534417525,88667.95673804382,2.255607407204277e-05
gN002,gDNA,m1,44334.00053600001,88667.97890501082,22167.01135149459,4.511212558803403e-05
gN003,gDNA,m1,0.044333956202043806,0.044333956202043806,44334.00053600001,2.255607407204277e-05
